table_name,office_id,longitude,latitude
home_care,116,130.308183800000050,33.576041999999994
home_care,117,130.431935200000000,33.599704200000000
home_care,118,130.463711699999980,33.543283500000000
home_care,119,130.370244100000040,33.547261800000000
home_care,120,130.431198699999980,33.557636900000010
home_care,121,130.423573300000040,33.702508700000000
home_care,122,130.371310257038900,33.545890367528720
home_care,123,130.426315604893520,33.533621429448510
home_care,124,130.416294500000050,33.605842300000000
home_care,125,130.316832999999970,33.588882800000000
home_care,126,130.428270399999970,33.539896800000000
home_care,127,130.360969399999930,33.557546400000000
home_care,128,130.311930900000000,33.563823700000000
home_care,129,130.425975600000010,33.561716300000000
home_care,130,130.354346999999960,33.582018700000000
home_care,131,130.430017499999960,33.540274600000000
home_care,132,130.436837100000050,33.677670500000000
home_care,133,130.462609100000000,33.547580200000000
home_care,134,130.430512100000000,33.687427200000000
home_care,135,130.380310000000000,33.548462000000000
home_care,136,130.354772200000070,33.573869500000000
home_care,137,130.335338200000020,33.542639300000000
home_care,138,130.372837200000050,33.582427300000000
home_care,139,130.437736600000000,33.635567100000000
home_care,140,130.413503499999930,33.588591200000000
home_care,141,130.454675800000020,33.590927600000000
home_care,142,130.377856599999970,33.564337800000000
home_care,143,130.460692600000010,33.543269600000000
home_care,144,130.338666699999980,33.509178500000000
home_care,145,130.463839499999950,33.546408200000000
home_care,146,130.422967400000060,33.646907000000010
home_care,147,130.299384599999940,33.572533700000000
home_care,148,130.339340000000000,33.566151200000000
home_care,149,130.409199599999960,33.545651500000000
home_care,150,130.371790199999960,33.575369700000000
home_care,151,130.376331400000030,33.580624800000000
home_care,152,130.462475700000030,33.548310700000000
home_care,153,130.461934100000000,33.553851700000000
home_care,154,130.395571499999960,33.586818800000000
home_care,155,130.403662599999960,33.582461100000000
home_care,156,130.283891499999980,33.566814200000000
home_care,157,130.446571700000050,33.643794199999990
home_care,158,130.376337000000040,33.576283600000000
home_care,159,130.394288299999970,33.581352800000000
home_care,160,130.384970500000000,33.553333700000000
home_care,161,130.424163400000000,33.567490600000000
home_care,162,130.474635700000020,33.572672000000000
home_care,163,130.341584000000000,33.580955300000000
home_care,164,130.324765800000020,33.571287300000000
home_care,165,130.323424299999940,33.566287600000000
home_care,166,130.342714500000060,33.580083100000000
home_care,167,130.311319599999930,33.575633800000000
home_care,168,130.318091200000030,33.584433200000010
home_care,169,130.322988200000050,33.567101500000000
home_care,170,130.347631999999980,33.538862200000000
home_care,171,130.343374000000040,33.535137400000000
home_care,172,134.231734200000000,35.474938500000000
home_care,173,139.580334200000040,35.612137800000000
home_care,174,130.390229099999940,33.586741200000000
home_care,175,130.453558700000030,33.668166500000000
home_care,176,130.426908799999980,33.561999600000000
home_care,177,130.387680500000000,33.578783600000000
home_care,178,130.352783600000070,33.566653600000000
home_care,179,130.345984800000000,33.542156200000000
home_care,180,130.369881699999950,33.589637600000000
home_care,181,130.387274899999960,33.578811300000000
home_care,182,130.271170336579870,33.575004463938520
home_care,183,130.414755848197470,33.565996759867914
home_care,184,130.433785700000040,33.618871700000000
home_care,185,130.274758499999960,33.574935100000000
home_care,186,130.416994400000020,33.606822700000000
home_care,187,130.327696100000020,33.584205400000000
home_care,188,130.400418299999960,33.591490600000000
home_care,189,130.440329600000040,33.656600800000000
home_care,190,130.467269799999940,33.552515900000000
home_care,191,130.466845499999980,33.637359100000000
home_care,192,130.346923400000040,33.547644600000000
home_care,193,130.425941700000070,33.654142300000000
home_care,194,130.441087000000040,33.673218299999990
home_care,195,130.395340400000000,33.523097900000000
home_care,196,130.460767600000050,33.548430100000000
home_care,197,130.444840900000030,33.649232400000000
home_care,198,130.441882900000000,33.554734300000010
home_care,199,130.331899600000040,33.537586900000000
home_care,200,130.471069100000020,33.581462500000000
home_care,201,130.408249900000000,33.687002000000000
home_care,202,130.420656099999970,33.573434300000000
home_care,203,130.358685700000020,33.577308100000000
home_care,204,130.378995900000060,33.554677800000000
home_care,205,130.399061200000000,33.552581200000000
home_care,206,130.396611399999980,33.552392300000000
home_care,207,130.438243000000060,33.658672300000000
home_care,208,130.397660200000020,33.590207400000000
home_care,209,130.370401000000020,33.571744500000000
home_care,210,130.403208899999980,33.531666800000000
home_care,211,130.462126700000000,33.629965400000000
home_care,212,130.348823199999970,33.550805400000000
home_care,213,130.441963900000020,33.670647600000000
home_care,214,130.428887100000000,33.532908600000000
home_care,215,130.432921900000000,33.654370300000000
home_care,216,130.462845199999950,33.544977700000000
home_care,217,130.347445000000000,33.568375700000000
home_care,218,130.430040599999980,33.669765600000000
home_care,219,130.265675800000050,33.570909900000000
home_care,220,130.347081099999970,33.568681300000000
home_care,221,130.347497300000000,33.543940800000000
home_care,222,130.379029500000000,33.549614600000000
home_care,223,130.370079499999970,33.563709800000000
home_care,224,130.463251500000070,33.634523300000000
home_care,225,130.424800499999950,33.647968000000000
home_care,226,130.401715500000020,33.590354700000000
home_care,227,130.475002300000030,33.573933000000000
home_care,228,130.415438399999970,33.621287600000000
home_care,229,130.411678599999960,33.586716300000000
home_care,230,130.425206900000030,33.536208200000000
home_care,231,130.421865199999960,33.697334300000000
home_care,232,130.449368300000060,33.572146300000000
home_care,233,130.434163799999960,33.644165200000000
home_care,234,130.451180100000000,33.637608900000000
home_care,235,130.390064500000000,33.555125300000000
home_care,236,130.382934200000020,33.561071600000000
home_care,237,130.430046899999980,33.582644800000000
home_care,238,130.462911800000030,33.542494700000000
home_care,239,130.404446300000020,33.605471200000000
home_care,240,130.336418200000020,33.559035200000000
home_care,241,130.318232900000000,33.583625000000000
home_care,242,130.335574899999980,33.520463500000000
home_care,243,130.420431199999940,33.570465200000000
home_care,244,130.341131400000000,33.573344900000000
home_care,245,130.457179900000030,33.633167900000000
home_care,246,130.325427900000020,33.533125900000000
home_care,247,130.406216500000030,33.546534700000000
home_care,248,130.426342799999930,33.604817700000010
home_care,249,130.300053899999970,33.576039000000000
home_care,250,130.466819699999970,33.571488600000000
home_care,251,130.364646600000010,33.564345700000000
home_care,252,130.449277599999960,33.633517600000000
home_care,253,130.435314699999930,33.688480400000000
home_care,254,130.425578500000030,33.558761100000000
home_care,255,130.387303299999980,33.560694000000000
home_care,256,130.342020800000000,33.551583000000000
home_care,257,130.413348300000050,33.569659700000000
home_care,258,130.444729500000000,33.578673300000000
home_care,259,130.411752567706340,33.589596164023320
home_care,260,130.362710500000050,33.571608700000000
home_care,261,130.388795299999970,33.589390200000000
home_care,262,130.368390399999950,33.576230600000000
home_care,263,130.341870699999960,33.557579700000000
home_care,264,130.383562300000000,33.552664300000000
home_care,265,130.328491300000000,33.543141900000000
home_care,266,130.421537899999980,33.623673600000000
home_care,267,130.323660300000030,33.580392000000000
home_care,268,130.384946600000030,33.532744300000000
home_care,269,130.474963500000060,33.570309400000010
home_care,270,130.313338899999960,33.572273100000000
home_care,271,130.357405100000050,33.582029800000000
home_care,272,130.469150099999980,33.543300400000000
home_care,273,130.492945599999980,33.644689200000000
home_care,274,130.306726000000030,33.556915700000000
home_care,275,130.470766700000000,33.560384500000000
home_care,276,130.311845100000030,33.555679800000000
home_care,277,130.421675300000060,33.581339200000000
home_care,278,130.441821200000050,33.656592500000000
home_care,279,130.442104600000000,33.655562100000000
home_care,280,130.380007600000000,33.542507100000000
home_care,281,130.434136399999940,33.549026400000000
home_care,282,130.323660300000030,33.575550800000000
home_care,283,130.349886999999970,33.553152300000000
home_care,284,130.410749200000050,33.552145100000000
home_care,285,130.314636000000060,33.579228000000000
home_care,286,130.296751399999950,33.577261000000000
home_care,287,130.388795299999970,33.589390200000000
home_care,288,130.438571535581980,33.658067578992960
home_care,289,130.375195900000000,33.562176800000000
home_care,290,130.378692300000000,33.578222300000000
home_care,291,130.336442900000060,33.568828800000000
home_care,292,130.343128300000000,33.581033000000000
home_care,293,130.395548599999980,33.531289000000000
home_care,294,130.361232500000030,33.583579700000000
home_care,295,130.439096800000010,33.566916100000000
home_care,296,130.387978400000060,33.557152800000000
home_care,297,130.432654900000000,33.588485900000000
home_care,298,130.321838200000000,33.582083500000000
home_care,299,130.403573800000000,33.576322900000000
home_care,300,130.364094199999950,33.556463300000000
home_care,301,130.451300100000030,33.621313300000000
home_care,302,130.404794300000050,33.548401100000000
home_care,303,130.337613599999940,33.524999300000000
home_care,304,130.368045599999960,33.596445200000000
home_care,305,130.432678400000000,33.638266600000000
home_care,306,130.360628899999940,33.558750100000000
home_care,307,130.347493300000000,33.531976700000000
home_care,308,130.407510399999980,33.556927900000000
home_care,309,130.390584000000000,33.552970000000000
home_care,310,130.348506199999970,33.564070600000000
home_care,311,130.427209200000000,33.548762300000000
home_care,312,130.397546700000020,33.566190700000000
home_care,313,130.369253900000000,33.595831400000000
home_care,314,130.393475099999930,33.585486800000000
home_care,315,130.440224599999960,33.648432300000000
home_care,316,130.426683300000040,33.582544700000000
home_care,317,130.348450200000000,33.578480300000000
home_care,318,130.410731800000000,33.569479200000000
home_care,319,130.415373600000070,33.560521900000000
home_care,320,130.424663000000000,33.614088700000000
home_care,321,130.412726000000020,33.576442300000000
home_care,322,130.423143500000040,33.619029800000000
home_care,323,130.318585699999970,33.577919900000000
home_care,324,130.335262500000000,33.565331900000000
home_care,325,139.342329200000000,36.276617800000000
home_care,326,130.391150800000000,33.550667500000000
